128,1,2960.0251731554686
256,1,3684.2050747523504
512,1,3998.1425679726503
1024,1,4283.688611616153
128,2,4975.610254411145
256,2,5848.4666029333275
512,2,6285.866378495185
1024,2,7155.505881796172
128,4,7566.430199535286
256,4,8919.542342481493
512,4,10378.940970834077
1024,4,12476.70829466058
128,8,10143.270616535325
256,8,12231.750674368943
512,8,15381.326366022902
1024,8,20117.51427504596
